path,relative_path,file_size_mb,camera_timing_shape,camera_timing_row_used,camera_timing_unit_inference,sampled_timing_duration_s,sampled_timing_dt_median_s,sampled_timing_fps_median,sampled_timing_dt_min_s,sampled_timing_dt_max_s,movie_shape,n_attrs,n_datasets,dataset_names,calibration_attr_hits,has_calibration_attr_hit,error
/scratch/u6hp/nsagar.u6hp/Alek_Jiho/NMC_degradation_1_180523/2023_04_06_lifun_nmc811_c20_2.hdf5,NMC_degradation_1_180523/2023_04_06_lifun_nmc811_c20_2.hdf5,32.585896,"(2, 7)",0.0,ns_to_s,360.12799332663417,60.00955814588815,0.016664012049029224,59.99775639176369,60.06845670379698,"(7, 1200, 1920)",3,14,autofocus;average_intensity;camera_settings;camera_timing;movie;potentiostat_block;potentiostat_current_range;potentiostat_name;potentiostat_status;potentiostat_threshold_hit;potentiostat_unit;potentiostat_value;protocol;stage_position,,False,
/scratch/u6hp/nsagar.u6hp/Alek_Jiho/NMC_degradation_1_180523/C20_x2_180523.hdf5,NMC_degradation_1_180523/C20_x2_180523.hdf5,43.049,"(2, 9)",0.0,ns_to_s,1600.19018159993,200.01198329683393,0.004999700435528002,199.95307307876647,200.11804569512606,"(9, 1200, 1920)",16,15,autofocus;average_intensity;camera_settings;camera_timing;echem_dataframe;movie;potentiostat_block;potentiostat_current_range;potentiostat_name;potentiostat_status;potentiostat_threshold_hit;potentiostat_unit;potentiostat_value;protocol;stage_position,,False,
/scratch/u6hp/nsagar.u6hp/Alek_Jiho/NMC_degradation_1_180523/C20_x2_tryagain2_190523.hdf5,NMC_degradation_1_180523/C20_x2_tryagain2_190523.hdf5,42.022608,"(2, 9)",0.0,ns_to_s,800.1658559571952,100.03545961622149,0.009996455295316528,99.89406787231565,100.10615901462734,"(9, 1200, 1920)",3,14,autofocus;average_intensity;camera_settings;camera_timing;movie;potentiostat_block;potentiostat_current_range;potentiostat_name;potentiostat_status;potentiostat_threshold_hit;potentiostat_unit;potentiostat_value;protocol;stage_position,,False,
/scratch/u6hp/nsagar.u6hp/Alek_Jiho/NMC_degradation_1_180523/C20_x2_tryagain3_190523.hdf5,NMC_degradation_1_180523/C20_x2_tryagain3_190523.hdf5,11937.36834,"(2, 2369)",0.0,ns_to_s,237209.77792240307,100.05902813654393,0.009994100668610995,98.73936596699059,228.88381852209568,"(2369, 1200, 1920)",16,15,autofocus;average_intensity;camera_settings;camera_timing;echem_dataframe;movie;potentiostat_block;potentiostat_current_range;potentiostat_name;potentiostat_status;potentiostat_threshold_hit;potentiostat_unit;potentiostat_value;protocol;stage_position,,False,
/scratch/u6hp/nsagar.u6hp/Alek_Jiho/NMC_degradation_1_180523/C20_x2_tryagain_190523.hdf5,NMC_degradation_1_180523/C20_x2_tryagain_190523.hdf5,4.651752,"(2, 1)",,,,,,,,"(1, 1200, 1920)",2,7,autofocus;average_intensity;camera_settings;camera_timing;movie;protocol;stage_position,,False,
/scratch/u6hp/nsagar.u6hp/Alek_Jiho/NMC_degradation_1_180523/C2_x20_round1_220523.hdf5,NMC_degradation_1_180523/C2_x20_round1_220523.hdf5,4463.736735,"(2, 903)",0.0,ns_to_s,36116.0293475762,40.037749817594886,0.02497642860939559,39.14226159453392,40.862535644322634,"(903, 1200, 1920)",16,15,autofocus;average_intensity;camera_settings;camera_timing;echem_dataframe;movie;potentiostat_block;potentiostat_current_range;potentiostat_name;potentiostat_status;potentiostat_threshold_hit;potentiostat_unit;potentiostat_value;protocol;stage_position,,False,
/scratch/u6hp/nsagar.u6hp/Alek_Jiho/NMC_degradation_1_180523/ocvTest180523.hdf5,NMC_degradation_1_180523/ocvTest180523.hdf5,52.348168,"(2, 10)",1.0,seconds,90.0739996433258,10.009000539779663,0.09991007553907215,9.876010179519653,10.108989715576172,"(11, 1200, 1920)",16,15,autofocus;average_intensity;camera_settings;camera_timing;echem_dataframe;movie;potentiostat_block;potentiostat_current_range;potentiostat_name;potentiostat_status;potentiostat_threshold_hit;potentiostat_unit;potentiostat_value;protocol;stage_position,,False,
/scratch/u6hp/nsagar.u6hp/Alek_Jiho/NMC_degradation_2_240523/1_OCV_240523.hdf5,NMC_degradation_2_240523/1_OCV_240523.hdf5,32.504784,"(2, 7)",0.0,ns_to_s,60.0919755846262,10.015329264104366,0.09984694198562889,9.968198280781507,10.062460165470839,"(7, 1200, 1920)",3,14,autofocus;average_intensity;camera_settings;camera_timing;movie;potentiostat_block;potentiostat_current_range;potentiostat_name;potentiostat_status;potentiostat_threshold_hit;potentiostat_unit;potentiostat_value;protocol;stage_position,,False,
/scratch/u6hp/nsagar.u6hp/Alek_Jiho/NMC_degradation_2_240523/2_OCV_240523.hdf5,NMC_degradation_2_240523/2_OCV_240523.hdf5,3416.181855,"(2, 727)",0.0,ns_to_s,7274.875998454168,10.015329711139202,0.09984693752895471,9.708977214992046,10.321679890155792,"(727, 1200, 1920)",3,14,autofocus;average_intensity;camera_settings;camera_timing;movie;potentiostat_block;potentiostat_current_range;potentiostat_name;potentiostat_status;potentiostat_threshold_hit;potentiostat_unit;potentiostat_value;protocol;stage_position,,False,
/scratch/u6hp/nsagar.u6hp/Alek_Jiho/NMC_degradation_2_240523/3_C20_x2_250523.hdf5,NMC_degradation_2_240523/3_C20_x2_250523.hdf5,13.905512,"(2, 3)",0.0,ns_to_s,200.0237937849015,100.01189689245075,0.009998810452274139,99.96476997807622,100.05902380682528,"(3, 1200, 1920)",2,7,autofocus;average_intensity;camera_settings;camera_timing;movie;protocol;stage_position,,False,
